session_id,n_utterances,total_duration_sec,n_children
S_c991c76c60390d64,37,143.937,1
S_e775c4d0efb397fc,37,505.06399999999996,1
S_12d0919a72bc7662,37,305.753,1
S_91a20eabd2663c4a,37,370.815,1
S_c0a9c5600656b392,37,198.291,1
S_6dd77a88bbebe3b3,37,236.409,1
S_2d042f4e8280e480,37,260.95,1
S_580390800f68d759,37,171.257,1
S_cebe9c8572b3311c,37,359.889,1
S_ce6bd1644deb54a6,37,135.989,1
S_80c4d1e64a5a0100,37,213.753,1
S_a5273f371f35feb6,37,259.253,1
S_a4aa488dc3003c30,37,151.649,1
S_c24649cc2aef9305,37,465.009,1
S_034d06d350a5b8ad,37,1393.508,1
S_fac8fd5a16004feb,37,180.84,1
S_8a246d458082e676,37,907.247,1
S_ff6fa7cb11c2b38c,37,508.123,1
S_781e034ae339c08f,37,324.574,1
S_5ce0c04fb24aa527,37,241.937,1
S_5d19d88737253742,37,358.49,1
S_9e67ec11eeb43be2,37,420.555,1
S_54dafe9a2b36dc01,37,291.417,1
S_54f8f6aa02b35996,37,392.478,1
S_b160cd157848bc0d,37,286.959,1
S_63b355a1b7a4a874,37,282.854,1
S_68bd8d1c7d4fba3c,37,249.335,1
S_f1adfc53ddb03eee,37,166.32500000000002,1
S_e62ee68737404f36,37,269.816,1
S_d3265b5aa92582fa,37,221.083,1
S_080f922229ab83c5,37,255.645,1
S_a06024c7657262e2,37,185.532,1
S_cd68671fd5cc2f94,36,96.428,1
S_846e73c9523fc025,36,348.453,1
S_49bf65669fdb4a08,36,592.3,1
S_2c140b3584c6f970,36,218.772,1
S_69f85b7d4e58bd79,36,252.795,1
S_f8c47499252d5eb6,36,540.608,1
S_d6699b6eb880ce28,36,220.869,1
S_8365e9c2cc657a7a,36,205.115,1
S_e2982e5d4cf2153b,36,304.26800000000003,1
S_7fdb921ae86b9618,36,389.705,1
S_7f5eede566bf079a,36,364.125,1
S_cce97a3254534620,36,271.649,1
S_0795f87c2998ebac,36,263.014,1
S_65006bf4063787b6,36,471.688,1
S_66b2bbf2cc702c55,36,279.088,1
S_5c0e064dcc75ca8d,36,227.82500000000002,1
S_1dd595ec357113fc,36,214.306,1
S_92bfa062dca80c8b,36,159.85399999999998,1
S_2e6c4b037e7dc4ac,36,124.23400000000001,1
S_34e54050431339c2,36,282.775,1
S_269df78fdd3fc753,36,343.153,1
S_7e620acfa3dbfb13,36,359.027,1
S_7e7e867796d4545c,36,369.564,1
S_e002a8c59c93b4c6,36,133.189,1
S_9626c4f6f1b9695b,36,413.212,1
S_488a08a3da55a1cd,36,198.849,1
S_f4926c02c7994667,36,301.926,1
S_5b8248028ade19a4,36,147.299,1
S_3471b8c925de3d60,36,470.634,1
S_e6ce3cf00257eb74,36,228.593,1
S_e6c120905dc47134,36,600.741,1
S_de66945715a15ecb,36,112.486,1
S_42ac80280688dff8,36,160.03799999999998,1
S_f4693ed70959d7dd,36,109.693,1
S_a394fe6803dbaddc,36,113.101,1
S_fa9bbdf1c99bbcf0,36,205.296,1
S_8ab5a29405aacf38,36,242.472,1
S_0d31867a3a1b6644,36,392.122,1
S_fef38c3b1926e185,36,100.936,1
S_a74c8733c5cb739c,36,416.30199999999996,1
S_d81eb178d79c6358,36,456.611,1
S_012c4a93096dc2d4,36,291.209,1
S_d873c1c954c15099,36,206.027,1
S_ff3a278c39ad7b7d,36,56.929,1
S_7ad0b3db4d2fe027,36,714.559,1
S_4d9de578d56703b2,35,316.802,1
S_b6e06e0f17a8a750,35,99.908,1
S_77953fffc4caa6dc,35,336.755,1
S_027e8b57ae5b9936,35,318.38,1
S_bcddc4cb6b1f4bde,35,351.536,1
S_6c61098704ab45cc,35,170.12,1
S_0fab79be91c45e4b,35,279.116,1
S_9785032e46eb97ca,35,424.716,1
S_759c2389b00d1fed,35,96.012,1
S_b8e1b77d103ff63e,35,537.895,1
S_b8cbbf5ca1bde0c1,35,138.51,1
S_8a136417d8b60561,35,257.408,1
S_05fa0ff5fced0063,35,272.833,1
S_e1d5f5f9fb485ba0,35,284.172,1
S_3894cad60a1a123a,35,786.926,1
S_8adc9a83264d581b,35,221.797,1
S_fcfcc8a0aaebdf3c,35,191.657,1
S_a442f9de9d74a05c,35,122.798,1
S_83e08054ba52cbad,35,521.954,1
S_4b8ffb2c330beed3,35,238.44400000000002,1
S_289f62adf6de5252,35,206.24699999999999,1
S_6252c1af4f3c471d,35,393.907,1
S_a9b4c592137ea482,35,263.278,1
S_ca5a4cce912beb0a,35,224.273,1
S_dfe75cedc038e281,35,268.396,1
S_df999bca8ccc692b,35,164.315,1
S_1abd3f2df26825c2,35,356.242,1
S_6e63f17c5826ed67,35,344.579,1
S_868f53cc6e7b73f5,35,458.637,1
S_ef2b9ec8b5fe5ef3,35,187.057,1
S_9645ee8c29c22792,35,230.994,1
S_924f364ef500581e,35,225.365,1
S_91329b88d5cc8bce,35,182.416,1
S_3424329fae48c302,35,349.185,1
S_9cfb3bbb3534f789,35,231.46,1
S_4887434647f49a5c,35,427.326,1
S_ab6882a357565680,35,168.529,1
S_6df042e82828a488,35,279.179,1
S_5fbaacf801dbc281,35,114.11,1
S_5bf27f88088a73cc,35,142.727,1
S_d579634ea0b2ccee,35,267.692,1
S_dd3a1a9665358f38,35,1922.589,1
S_5bbc64ff0b4813bd,35,241.734,1
S_d06c119cb7df5480,35,139.423,1
S_5335ff1871daddf2,35,297.169,1
S_2fab258d6c2292a4,35,394.644,1
S_1bc4252b95271c00,35,222.802,1
S_3a126b91631e5718,34,301.669,1
S_ec95b10e46270538,34,57.23,1
S_2acb3d1cc307c3cc,34,184.333,1
S_e0833895aa242d4d,34,227.113,1
S_d64b018bdf788aeb,34,148.945,1
S_21f69c5b90980b2a,34,495.293,1
S_10cf9d416eb46666,34,220.138,1
S_e2b4b82dee60b3ae,34,416.82800000000003,1
S_73cac8c3fe4d0848,34,176.886,1
S_02f5602b2c8f0da2,34,233.161,1
S_a7bf1f1206572692,34,222.555,1
S_99717b7ae727fcd7,34,408.541,1
S_ec0d425d55c677b8,34,522.538,1
S_832ee759438e1a9a,34,196.45600000000002,1
S_28432bcd87bd7c41,34,127.803,1
S_c93197f61fc486cf,34,328.72700000000003,1
S_4f7ef08de2989c64,34,247.992,1
S_94beb9b5fead372b,34,147.133,1
S_0a5dfcb4ac646db7,34,367.884,1
S_c6dcf8fe6f552b2a,34,135.183,1
S_5c7e137eabbe625e,34,319.148,1
S_5b9f2cbe81b106e5,34,366.379,1
S_f469b2e87dbbbcbc,34,337.229,1
S_42fc325d4e674d69,34,355.324,1
S_a00230b6cbacd680,34,276.618,1
S_e6bf0f02b192a96b,34,184.964,1
S_720aebf7db6de5e3,34,251.516,1
S_f5e790b4d2bda64f,34,241.329,1
S_1d6b967021b10d51,34,338.572,1
S_a042c783b5de3f49,34,163.401,1
S_43689e4b9f7e57ab,34,232.828,1
S_ef4c41373b882c04,34,614.549,1
S_ed66b5eaa29ff76e,34,123.227,1
S_5b34a1f482ae654d,34,272.898,1
S_cc085ac7c8f225b8,34,380.097,1
S_bd3bc9b1f18947ba,34,245.91,1
S_31ba2ebeba3712e6,34,244.996,1
S_8ac9258529577448,34,295.365,1
S_676d34da1a5bcdb3,34,291.873,1
S_b5096f715dac737c,34,46.344,1
S_903cfbca09c75c54,34,54.69,1
S_e3f3fb51afca65bf,34,321.604,1
S_90232fe4aa61719b,34,318.561,1
S_8f983e128f5ff08e,34,239.524,1
S_e656ce4e46021337,34,558.203,1
S_e65e9a17a26e73ff,34,230.61200000000002,1
S_de312b54bfba5f67,34,282.378,1
S_14b10aa12631a77d,34,175.588,1
S_52ca8aeeb347f39a,34,219.415,1
S_b356c0d334ffb285,34,262.522,1
S_1574acb81cf32f22,34,144.831,1
S_0be5d08d5c9ed208,34,131.336,1
S_77c2366b1e09962d,33,160.466,1
S_0d35faafe7dac6d2,33,229.80700000000002,1
S_3aee89189d61cc73,33,211.649,1
S_01ffcafd88a2de98,33,455.509,1
S_9ad784f7898b08c5,33,77.76,1
S_b7d2f25956a45bb9,33,161.972,1
S_b7d31a6a0c25d6c5,33,214.43,1
S_c2d25bf1c3bfdf07,33,220.19299999999998,1
S_b181b374aec60fd0,33,100.413,1
S_b113ac0f9dc48c1b,33,214.579,1
S_08885d24db4474b8,33,315.609,1
S_081d25fb35512389,33,379.057,1
S_aef722c9ff518c40,33,215.248,1
S_2532454e1e6d439d,33,278.568,1
S_0dbe8c5aab5e2b58,33,294.938,1
S_e7521f82fe2ee0f8,33,235.87,1
S_755343df7b72a995,33,414.392,1
S_1d414106ec6a6cf7,33,232.154,1
S_ee56e6c6f5ee4105,33,170.851,1
S_8ab50eda5c3d860d,33,310.692,1
S_9fc1c8f39622b90e,33,355.699,1
S_edf56d3ad00c1b69,33,163.841,1
S_e018d81a67570376,33,226.644,1
S_190d3b5d6f86d4a0,33,419.106,1
S_07e04abb56a9f433,33,239.267,1
S_f5ae3ac302556cf5,33,128.197,1
S_33785a8b15cacf4f,33,210.197,1
S_ce858e768e75c1db,33,160.18099999999998,1
S_a2be3ebc4c6a9315,33,397.226,1
S_5e5fae5c5a2fcf5b,33,505.281,1
S_1b2d80762625cfc5,33,156.29,1
S_c42b4803b467b62a,33,317.269,1
S_1bc1c159cd9c588c,33,330.271,1
S_44c5a53690e1a645,33,171.19299999999998,1
S_ae07aa3f7181aa88,33,837.865,1
S_ab31097de67f9732,33,215.519,1
S_91b0fd18300b9e36,33,280.366,1
S_2215e907b0e1958a,33,283.921,1
S_34f81057e9402d4c,33,314.151,1
S_d492d54fc8a8aeaa,33,290.404,1
S_5be4ee0fd520ce4a,33,299.53000000000003,1
S_8f6d45dadd9abc90,33,266.266,1
S_c6ad3f1a6ef3ff3f,33,226.732,1
S_cf4b6ac72ae0f568,33,45.121,1
S_4f0daec6f3aa5ab6,33,158.888,1
S_0c93b947de11289e,33,176.84,1
S_e27972b46bb7059e,33,224.254,1
S_c8df70db5a0f1638,33,262.17900000000003,1
S_16d36dc87a75ebab,33,479.399,1
S_4acb6a5dd912897e,33,687.762,1
S_a8812c0b0cb4def1,33,196.121,1
S_aa02f767d9bfe816,33,320.98,1
S_eb98dc3f8123ed93,33,421.361,1
S_ebbcebe557574e58,33,255.94,1
S_27a5480779ef4b30,33,193.832,1
S_fb2462267dc97776,33,327.762,1
S_216cb84937e4c7af,33,187.028,1
S_4ffc19aea5652212,33,246.082,1
S_aa3f2b729816b5b7,33,294.57800000000003,1
S_be4f347bddae61dd,33,156.50300000000001,1
S_05c96ae807ca6673,33,299.125,1
S_f711e0247925b9f1,33,119.439,1
S_a5dbe692a2a3197b,33,301.037,1
S_716fc1b1c6193435,33,236.54,1
S_f1f432fcdd58c77e,33,550.6,1
S_6aabdb2008ef6221,33,165.154,1
S_6c107c71c29dcba9,33,364.358,1
S_887217d094e14ec7,33,141.811,1
S_e200466d866c24d4,33,210.661,1
S_18795a85c2c9ea95,33,266.727,1
S_f8683039522bd242,33,142.907,1
S_05c13e53f98ff598,33,384.701,1
S_e4233a0e785bc921,33,296.045,1
S_3a209ec7ce42f770,33,162.215,1
S_39380ef2c3c4dde7,33,183.496,1
S_78ca997c884a4115,33,410.785,1
S_ffb30269a687413f,32,123.092,1
S_78820e3213530992,32,306.352,1
S_b74fba60f14b8ebd,32,223.669,1
S_b925af614bd010b0,32,304.573,1
S_da837cc0a78ad240,32,118.568,1
S_2135364969b1e9ff,32,291.863,1
S_d67d0ec692b758ef,32,151.745,1
S_fbb0473c34f00220,32,230.15,1
S_7fabd18772fd6e3d,32,247.292,1
S_4dcd080a39347a43,32,154.842,1
S_612933f5c1a15b77,32,273.459,1
S_031879f17aa1f93a,32,228.201,1
S_357d2e5ac718158e,32,227.319,1
S_8d75fc2a2a065582,32,244.999,1
S_8d3ec075f38904b5,32,260.733,1
S_3eab7d7ce7175e01,32,194.036,1
S_dca9430ee03301cf,32,284.097,1
S_5b7415bdc6e86136,32,452.669,1
S_c148c8649b051190,32,243.156,1
S_8fda0038cf4ea83b,32,319.932,1
S_9dc5729086c629c5,32,452.21299999999997,1
S_9d456ef861b04b3e,32,224.91,1
S_28ee10949ac4e2bd,32,246.835,1
S_ccd1e9e84ba02d12,32,262.102,1
S_1a4afe61b24eaf9d,32,294.841,1
S_939de2459fec2c47,32,141.841,1
S_c8c67677d0bc924a,32,346.406,1
S_3322b71a8edf0be8,32,178.745,1
S_9f01671b09f1eec4,32,387.795,1
S_e7c3065ae7aab41c,32,655.713,1
S_65842e5f4be942dc,32,424.4,1
S_c26b2a1ef0f2ccba,32,101.071,1
S_4185e78746b59bba,32,184.513,1
S_71f2ffc354d7b16d,32,240.40800000000002,1
S_08dbeea2ca0bf23b,32,206.922,1
S_97d9beff660d2dfb,32,314.445,1
S_de0dab49e20f57d2,32,284.332,1
S_f966414610b76ef8,32,226.473,1
S_cf1dc8617be1ea0e,32,477.062,1
S_49c63aca407fda57,32,469.315,1
S_0ece26bbf889861d,32,194.511,1
S_87a714d57b24abf3,32,275.846,1
S_efaf12585b25387d,32,246.613,1
S_de56673226d82580,32,175.983,1
S_defc49187cdfdbaf,32,577.942,1
S_2ff23fffcabbe1a8,32,332.483,1
S_c3e3fecaf55adb75,32,302.15500000000003,1
S_2edb047dd5bc8b1d,32,307.545,1
S_52c34a823fdad17a,32,442.78900000000004,1
S_a1c5b990a2eb3c49,32,203.394,1
S_45901e9b34ed5231,32,292.665,1
S_9263a9d0806ebb8a,32,235.191,1
S_a3a40c153b814292,32,394.30400000000003,1
S_74a2b31557a0c295,32,485.593,1
S_2da6f473560dd14e,32,215.862,1
S_c6ca0ebc6f832b11,32,324.657,1
S_d7c3c2c69692b178,32,208.382,1
S_9b60297b2cdbbcba,32,394.766,1
S_9b53b19e55331d64,32,369.46999999999997,1
S_bd0109cf413a8139,32,353.351,1
S_cb393f6d4c76e89c,32,476.588,1
S_cc09e3c97c850ac1,32,343.134,1
S_0d46c2289620c889,32,430.931,1
S_8a669ae1c0977bee,32,408.402,1
S_3b0efe5fa4bc67cb,32,142.912,1
S_38bf83acca172b41,31,451.598,1
S_00a9b29a668b72c1,31,110.658,1
S_cc366396e737b235,31,209.956,1
S_0cf162032d553990,31,634.794,1
S_29e237254dff6281,31,174.107,1
S_4a1d18f672650d66,31,292.979,1
S_59d375481eed823f,31,199.295,1
S_491d5472200be650,31,256.949,1
S_bdba76dfeb1112ee,31,478.833,1
S_d9748d86594111af,31,186.039,1
S_ee4220f7ead1ceed,31,237.059,1
S_6243b3782350d6bf,31,270.135,1
S_e64fc586bc78d7bd,31,502.776,1
S_14cc076fb722b552,31,346.876,1
S_44d50fcee3744bce,31,543.758,1
S_5d7de810bbede309,31,75.05,1
S_441be4190e0c6d33,31,191.391,1
S_af95cbc54bb31c01,31,88.51,1
S_5454b169fb4816f1,31,350.248,1
S_efbd732f838d3490,31,170.517,1
S_7ccb17a8249031eb,31,323.855,1
S_75c7ef14bcca14ca,31,100.833,1
S_62506f4a47b96fa4,31,251.263,1
S_e6103ab3a4538d71,31,328.927,1
S_ac3ed3001daf1454,31,183.021,1
S_acd2d5eb7bef9a23,31,107.629,1
S_647abc3eb9bedd18,31,156.972,1
S_958af2604e18e915,31,441.403,1
S_e75fd2d00df2d43c,31,67.71,1
S_b59e5a32f5f013aa,31,591.38,1
S_3eb0aa43c0c5a2bb,31,179.544,1
S_8e700ce789dde83c,31,228.161,1
S_34e95e8fe575cfa4,31,488.122,1
S_eb5a5ffeeed37636,31,142.52,1
S_1e874422e6b5315a,31,382.466,1
S_f292944e6eeefd95,31,284.842,1
S_f2893efead9a272d,31,510.046,1
S_4c900b244efb7920,31,432.622,1
S_bc819aedb002e477,31,368.239,1
S_bcc17707d591c7d4,31,112.789,1
S_fdc604daa68810c3,31,769.15,1
S_c12ffd24609b174d,31,481.31,1
S_33adb3a389af0503,31,156.543,1
S_339caf3774f0cf99,31,144.357,1
S_a5cef764236f9fb7,31,304.668,1
S_280e5bd79feedade,31,234.84799999999998,1
S_81f08cb4280bfd2b,31,113.474,1
S_f4fd04e12332c914,31,459.223,1
S_f4fc20254beb9a73,31,151.135,1
S_d38ac22f1da43460,31,170.312,1
S_2357f7b03bdef939,31,231.7,1
S_e6fa07003023a350,31,198.776,1
S_234ceadba5d64dbe,31,218.356,1
S_7df5a241942bc75a,31,328.131,1
S_b13146451945a5e8,31,342.985,1
S_430723d30e92ad48,31,114.648,1
S_6f876f27689646b5,31,133.855,1
S_87ddc4872aa4322b,31,182.01,1
S_06f79ffc0b16e2ef,31,500.73699999999997,1
S_69d4f3b41fd71fb1,31,485.825,1
S_8e181a425992d513,31,420.118,1
S_60b1f5a5d9ef3548,31,267.008,1
S_953579e1c91882cb,31,106.988,1
S_94c7ab6fefbd0fd2,31,283.104,1
S_d2806e039c4e4a5b,31,236.586,1
S_5e324e02d001fcd2,30,255.473,1
S_250de1b8bd93fade,30,378.326,1
S_c38739a01414c635,30,213.504,1
S_934269be15cf54d7,30,137.929,1
S_9aaedff1fe0ebd55,30,162.563,1
S_9a3a369d670e0bdc,30,151.951,1
S_052b8672dcb28ce9,30,422.569,1
S_97272b2be522b39d,30,118.84,1
S_758fe8026d1d0442,30,303.929,1
S_8547cbe43f8fb8b8,30,267.478,1
S_7ecfe88c7dccb109,30,381.706,1
S_7a70e92f5e6e70d2,30,235.733,1
S_1f041854e5165340,30,152.699,1
S_b0c12653f7d28b3b,30,226.153,1
S_44c5297612cd8632,30,164.912,1
S_e6a29d74877a59f0,30,428.303,1
S_7ed56afe1fc75c20,30,276.143,1
S_a2325e1359718cb6,30,315.782,1
S_75d13a9058485876,30,355.47,1
S_6ed366ce6a17da00,30,363.418,1
S_a22732ecc6d0005e,30,250.452,1
S_5213128499b4a444,30,230.164,1
S_acdbc17a50b2be12,30,163.639,1
S_d7abccba6d24c3c6,30,460.067,1
S_d9a6b118aae9c24b,30,188.409,1
S_4863225e1f5b491b,30,288.296,1
S_bc6c1168cd3fe22b,30,251.029,1
S_bbab427ef39097f8,30,444.072,1
S_b78a32536e1307d0,30,311.239,1
S_82a94ebb383ec318,30,414.183,1
S_c9b8fa2961949771,30,101.85,1
S_0c897c54e319bd89,30,301.415,1
S_61d37813bed083dc,30,277.548,1
S_4dc3cd5419745f54,30,394.03499999999997,1
S_4e6fd138ccfe6a8c,30,77.899,1
S_18ca2734ca60de75,30,179.016,1
S_9c8f7cbd1e4519f2,30,168.512,1
S_b60cbdeee4260389,30,425.795,1
S_b605fb828bc18464,30,151.861,1
S_e89d8731b956e3d6,30,339.204,1
S_3333f3cdec2c0ba7,30,412.098,1
S_8dd7f27d1ae72cd0,30,193.39600000000002,1
S_b54a9e453b258e53,30,291.91700000000003,1
S_81f4c6053592b1c9,30,280.052,1
S_09f11af49bbf7a71,30,441.114,1
S_c04d0c7ffb70a276,30,225.49099999999999,1
S_23768180ec72e0a3,30,96.081,1
S_93ad4592c3b63869,30,175.937,1
S_e089cd3851819925,30,164.87,1
S_b48d1e6314fbe482,30,278.613,1
S_22d8cd704d90af0d,30,383.791,1
S_fa67a903ce22767b,30,163.856,1
S_a81dc07e6ec68975,30,231.25199999999998,1
S_b19ef1c708b6b36a,30,189.084,1
S_deaa42aac3fb60dc,30,238.39600000000002,1
S_62ac3c6dd30b15ad,30,202.788,1
S_7d8dac4b5adc88b6,30,47.867,1
S_f6bf689eb23d1854,30,55.904,1
S_4ac7e27b37187f40,30,129.071,1
S_f3d018eb0ba592ef,30,177.452,1
S_89ea86284753489c,30,285.775,1
S_983e11d2de39d712,30,251.50799999999998,1
S_2644ad8567f2189e,30,127.324,1
S_4009b800114c06ef,30,126.459,1
S_56d8cf10d6ce5102,30,86.581,1
S_e8f96f8a4ea414b8,30,171.473,1
S_096fa5dfc6fb6593,30,164.5,1
S_280ce3899690e46c,30,569.916,1
S_6fb1f5b8679e41f6,30,210.732,1
S_68c98271336d6d4f,30,344.898,1
S_83dcaeba73a722a2,30,647.35,1
S_bdc01eb0d5170bab,30,216.44899999999998,1
S_e059b5875c1d5954,30,83.979,1
S_b7e129e36f5a74f7,29,227.669,1
S_4d3f4fecf2e417e7,29,347.714,1
S_3cecc88a725cb81e,29,267.302,1
S_5195dce44e2ea292,29,179.09,1
S_0c163a489b055a3e,29,204.798,1
S_6eb9948b529c4fac,29,601.6080000000001,1
S_9171ae9b9cbfe2d7,29,231.346,1
S_f10808eb4f8400ea,29,329.009,1
S_0b6a35f3ab1fbd87,29,364.76,1
S_0b733f41f2722c14,29,169.56900000000002,1
S_056fffd02132f2f4,29,383.002,1
S_1b6308a23b3a3c50,29,218.008,1
S_fdec6c658f60b7b0,29,284.233,1
S_3a90f8ac86ecb2cb,29,122.851,1
S_99322ebe1f4fef83,29,139.618,1
S_5a5dd84f119b2696,29,171.044,1
S_59e7075091e93780,29,156.81,1
S_c70dd10d16d3d4e8,29,420.64,1
S_c9a510756212c9af,29,141.14499999999998,1
S_625da04c637189f2,29,408.622,1
S_6224db51dc8763cb,29,268.823,1
S_ee799be37292b672,29,393.41200000000003,1
S_6d0730e3919e785d,29,196.444,1
S_87a62540779d5e4a,29,227.887,1
S_0ecdce3a7e18b184,29,257.587,1
S_c35baf0ddaf8d037,29,228.24800000000002,1
S_1c31ae8930024e6b,29,270.241,1
S_470dcf31dda224a0,29,504.532,1
S_92a9c288aaaff7cb,29,93.502,1
S_1551716a51761a33,29,98.005,1
S_a2711a9c883240df,29,263.594,1
S_25c8c57b799373dd,29,123.891,1
S_521ab671e1cad3e2,29,177.538,1
S_752f03896c0d61f2,29,242.828,1
S_95ad7e92d0e94787,29,475.926,1
S_7269066c73be35e8,29,196.26,1
S_905626b4130c3c7d,29,338.78700000000003,1
S_5cea9ae3f7fdefaf,29,377.539,1
S_a427c3ed89be1aa6,29,177.796,1
S_f0af62c67e48d672,29,259.979,1
S_cd9ce6aec889e970,29,275.449,1
S_601ceee8ab838b86,29,327.055,1
S_e078a55c69534d0a,29,289.614,1
S_ccd24111c35a4caf,29,276.799,1
S_a5b088bab561b661,29,307.979,1
S_b16364e68559c39e,29,268.97,1
S_e6fa72c3e93462c6,29,204.523,1
S_1d00984aa55d5ce6,29,143.775,1
S_043814d54d9294c2,29,286.124,1
S_939c6b9a7f44718f,29,460.561,1
S_5798e2586547f90f,29,178.274,1
S_3fe9d45512f511c3,29,331.589,1
S_403229624935a678,29,116.189,1
S_c113dbdeb9c5ce4d,29,306.688,1
S_81f153480a80b1fc,29,254.329,1
S_8f38dad4ef9909d6,29,157.434,1
S_569ff76083b0e4a4,29,244.851,1
S_564187cb074639e4,29,198.072,1
S_67da24c8b57169c2,29,220.194,1
S_e9e155db2e447c10,29,164.081,1
S_68535f40e776a980,29,505.836,1
S_6fc49ca574f0db0e,29,170.66,1
S_0b121f9cf1a7d9e4,29,359.213,1
S_db4ba76eebd5192b,29,62.08,1
S_8d036485947754cd,29,200.266,1
S_bfd23e259a9fa6d8,29,127.671,1
S_a75eadbc8652b6bd,29,249.341,1
S_8cbace5640739bff,29,424.782,1
S_9bc820fe2c307c11,29,168.091,1
S_2b294c6f41041799,29,152.941,1
S_06641d12493ed40d,29,298.426,1
S_f721ebd263a42854,29,672.289,1
S_4dbc69608fd8dc76,29,484.487,1
S_fb331c4be3025b7c,29,202.642,1
S_d6899ff0ea1879a3,29,365.938,1
S_bdff975117015b6b,29,357.04200000000003,1
S_b6f424329342bf89,29,302.712,1
S_987e1e3a08ba9712,29,88.177,1
S_b9885d91791b6b98,29,278.947,1
S_79356b8ed308545e,29,417.482,1
S_01aae4e28cf8d01b,29,129.383,1
S_00350a5eac0ada5d,29,277.663,1
S_a8fa9a8946e3989d,28,148.001,1
S_a998fbaac363ab57,28,140.814,1
S_4aace06aeeca80d7,28,341.242,1
S_39d400c687a54adc,28,241.064,1
S_f92b14d7c0c239a7,28,123.661,1
S_297b92d7a0acbfa0,28,146.084,1
S_cb6009cb3a774e28,28,434.455,1
S_7147e62e0ab9f7c0,28,162.007,1
S_701353ebee082763,28,144.144,1
S_26fa8e353ccf1b76,28,89.98,1
S_4fb9a39af7ffb614,28,213.888,1
S_39d881586a3ce8fb,28,129.63,1
S_7363496499f9e6b7,28,236.562,1
S_b7e5861d26876896,28,178.063,1
S_f9367408393ec536,28,161.146,1
S_bbf7a2ca47d7b20d,28,38.377,1
S_07f3b51f872c46f3,28,254.132,1
S_279bfeffd05af279,28,614.919,1
S_275f5d7a35b2c97e,28,283.425,1
S_27d6f4f5b11c0a9a,28,316.754,1
S_2938cce41f9aee0d,28,242.412,1
S_071a214c16a9a722,28,172.765,1
S_378fc008360c66d2,28,116.835,1
S_c812c05ea3bce7f0,28,316.072,1
S_d1d98721a4aed129,28,220.636,1
S_2344f40e790b18dc,28,163.451,1
S_abef51ebd8668b8b,28,180.051,1
S_55e03d731b5c0b38,28,238.499,1
S_efa1f24370e43479,28,256.039,1
S_6e9c066bb403ceef,28,167.267,1
S_d4dfbc575c3d855e,28,311.882,1
S_a32483e498f783b8,28,136.218,1
S_25b4b1c42af93f59,28,186.501,1
S_369abd0b7e91ac8f,28,258.058,1
S_f1020fe0b3527bc4,28,213.351,1
S_f302bd64b4206229,28,280.741,1
S_72b1de5ccb0974fc,28,131.384,1
S_f34d721c0fea6f25,28,143.52,1
S_b7d073872da121e8,28,250.701,1
S_162be7623b0d8314,28,132.622,1
S_e6b4ab1f7cd10062,28,85.58,1
S_139a7a13218c8d3f,28,217.719,1
S_657a50ae8cee2a1c,28,207.197,1
S_1b37113de3d55dc7,28,181.123,1
S_5e51013b2adb90bd,28,162.631,1
S_95e01792d122e853,28,148.704,1
S_1a62e612a43d70a2,28,141.721,1
S_41b1cb5fd853de03,28,672.087,1
S_b175de1abf98724e,28,83.01,1
S_6172219f1c04fc53,28,211.346,1
S_9474fa7c2b43d73d,28,227.434,1
S_0285c1481badf35d,28,100.17999999999999,1
S_2b6ab5d40c136917,28,183.291,1
S_9297cf77a3d3f8d2,28,174.288,1
S_70511f2da2896355,28,201.019,1
S_3c83e02e1c019ca6,28,143.8,1
S_9e01a751619eb9d5,28,149.381,1
S_0f1921e07c40b105,28,151.643,1
S_221f3940e4364c59,28,157.811,1
S_c571667d8a532386,28,72.51,1
S_1efe242426974925,28,171.752,1
S_9b43437b89ebf793,28,438.689,1
S_c4750f2bd7598d69,28,290.455,1
S_3e595a895a6ed0d4,28,199.773,1
S_c4e731c642f32dfa,28,45.571,1
S_be5b9144bb2dbb74,28,285.39300000000003,1
S_bec619baa9222ea2,28,91.02,1
S_3e049e8603afb568,28,78.0,1
S_4da4f0ac377f45de,28,238.871,1
S_a7a18ab006422e6b,28,195.668,1
S_4b5a1ac2a1602696,28,225.955,1
S_64db7fa11c7debde,28,317.068,1
S_5c0ab2d302777c52,28,333.57,1
S_97fd137b37e97aec,28,248.273,1
S_43a437a70ed9cd1d,28,209.857,1
S_43b70c7cb942a6b7,28,107.049,1
S_96b93e4317d2ba86,28,241.072,1
S_de51b5d9a65eef2e,28,158.934,1
S_b0689c2744ecc086,28,195.887,1
S_e5e76f84af17f887,28,242.025,1
S_2ff914ee86afdbc2,28,69.69,1
S_af4d70bde4ac9be2,28,152.874,1
S_98d9965471cefca4,28,371.742,1
S_5af2b57b75a5f256,28,173.578,1
S_5b0bb48fadd7f802,28,193.121,1
S_99de5bfda86f7bdf,28,241.864,1
S_df22be5311a72c83,28,504.874,1
S_10e7be3bbb1c90ea,28,125.302,1
S_3f04a5319482f4c1,28,325.288,1
S_83ae0ffdffc54622,27,209.524,1
S_839e43d559ca54d7,27,262.282,1
S_7473070a2119b8f2,27,247.46,1
S_08250b7092a9b079,27,56.07,1
S_b9165a759c3508c9,27,266.407,1
S_cdbe017fd0201fe2,27,344.79,1
S_058acfeb9d502372,27,374.579,1
